ISBN,Title of the Book,Author/s,Book type,Original Price (RRP),Discounted price,ISBN-10,Published Date,Publisher,No. of Pages
9780141928739,Freakonomics,Steven D. Levitt,ePUB,15.99,15.99,141928735,2006-10-05,Penguin Books Ltd,336
9781405937085,The Grey Ghost,Clive Cussler,ePUB,15.99,15.99,1405937084,2018-05-31,Penguin Books Ltd,400
9780297870142,Going on the Turn,Danny Baker,ePUB,12.99,12.99,297870149,2017-10-05,Orion,288
9780755372225,You Can't Hide,Karen Rose,ePUB,11.99,11.99,755372220,2009-10-15,Headline,300
9780241987063,A Month in Siena,Hisham Matar,ePUB,16.99,16.99,241987067,2019-10-17,Penguin Books Ltd,128
9780748117338,Surface Detail,Iain M. Banks,ePUB,12.99,12.99,748117334,2010-10-07,"Little, Brown Book Group",400
9781407034478,Equal Rites,Terry Pratchett,ePUB,15.99,15.99,1407034472,2009-11-24,Transworld,288
9780571333141,Conversations with Friends,Sally Rooney,ePUB,16.49,14.99,571333141,2017-05-25,Faber & Faber,272
9780141907178,Scoop,Evelyn Waugh,ePUB,15.99,15.99,141907177,2012-05-31,Penguin Books Ltd,240
9781407039206,Deep Black,Andy McNab,ePUB,15.99,15.99,1407039202,2008-10-02,Transworld,512
9780755358939,Lights Out Till Dawn,Dee Williams,ePUB,12.99,12.99,755358937,2011-06-09,Headline,320
9780575099968,Hyperion,Dan Simmons,ePUB,4.99,4.99,575099968,2010-08-05,Orion,480
9780755128006,Back To Battle,Max Hennessy,ePUB,9.89,8.99,755128001,2015-10-01,House of Stratus,334
9780761184270,Cult Sci-Fi Movies,Danny Peary,ePUB,5.99,5.99,761184279,2014-09-23,Workman Publishing Company,104
9780748120789,2001,Arthur C. Clarke,ePUB,11.99,11.99,748120785,2010-06-03,"Little, Brown Book Group",288
9781407035536,Strata,Terry Pratchett,ePUB,14.99,14.99,1407035533,2009-11-24,Transworld,288
9781405930819,The Darkness,Ragnar JÃ³nasson,ePUB,15.99,15.99,1405930810,2018-03-15,Penguin Books Ltd,400
9780748123032,Me Talk Pretty One Day,David Sedaris,ePUB,12.99,12.99,748123032,2010-08-05,"Little, Brown Book Group",288
9780718186111,The Marriage Pact,Michelle Richmond,ePUB,15.99,15.99,718186117,2017-07-27,Penguin Books Ltd,400
9781328545862,AI Superpowers,Kai-Fu Lee,ePUB,13.99,13.99,1328545865,2018-09-25,HarperCollins,
9780748115563,The Glass Castle,Jeannette Walls,ePUB,11.99,11.99,748115560,2010-02-04,"Little, Brown Book Group",352
9780753553114,How To Be Right,James O'Brien,ePUB,18.99,18.99,753553112,2018-11-01,Ebury Publishing,240
9781407070643,Without Fail,Lee Child,ePUB,16.99,16.99,1407070649,2008-09-04,Transworld,576
9781405913157,Natural Causes,James Oswald,ePUB,15.99,15.99,1405913150,2012-11-22,Penguin Books Ltd,400
9780061755668,What Every BODY is Saying,Joe Navarro,ePUB,11.99,11.99,61755664,2009-10-13,HarperCollins,272
9780718196806,The Coming of the Third Reich,Richard J. Evans,ePUB,18.99,18.99,718196805,2012-08-09,Penguin Books Ltd,656
9780141966151,Misbehaving,Richard H. Thaler,ePUB,16.99,16.99,141966157,2015-05-07,Penguin Books Ltd,256
9780241283523,No Way Out,Cara Hunter,ePUB,15.99,15.99,241283523,2019-03-22,Penguin Books Ltd,384
9780199754878,What Is Mathematics?,the late Richard Courant,ePUB,30,30,019975487X,1996-07-18,Oxford University Press Academic US,0
9781405527583,The Bones Beneath,Mark Billingham,ePUB,11.99,11.99,1405527587,2014-05-22,"Little, Brown Book Group",400
9780698181502,A Study in Death,Anna Lee Huber,ePUB,11.72,10.99,698181506,2015-07-07,Penguin Publishing Group,
9780749020057,The Honeyfield Bequest,Anna Jacobs,ePUB,14.38,12.99,749020059,2016-08-18,Allison & Busby,300
9780141972510,Blue Above the Chimneys,Christine Marion Fraser,ePUB,14.99,14.99,141972513,2012-01-19,Penguin Books Ltd,256
9780241981238,A Legacy of Spies,John le CarrÃ©,ePUB,15.99,15.99,241981239,2017-09-07,Penguin Books Ltd,320
9780761178668,"How to Care for Aging Parents, 3rd Edition",Virginia Morris,ePUB,23.99,23.99,076117866X,2014-02-11,Workman Publishing Company,688
9780755375523,The Family,Martina Cole,ePUB,11.99,11.99,755375521,2010-10-14,Headline,300
9780755120109,George Passant,C.P. Snow,ePUB,10.99,9.99,755120108,2015-10-01,House of Stratus,338
9780241334225,Brain Freeze,Tom Fletcher,ePUB,1.99,1.99,241334225,2018-02-22,Penguin Random House Children's UK,112
9780865478404,One Simple Thing,Eddie Stern,ePUB,19.51,15.99,865478406,2019-03-12,"Farrar, Straus and Giroux",
9780755128037,The Challenging Heights,Max Hennessy,ePUB,8.79,7.99,755128036,2015-10-01,House of Stratus,284
9780141929385,My East End,Gilda O'Neill,ePUB,15.99,15.99,141929383,2000-09-28,Penguin Books Ltd,384
9780141991450,This Is Not A Drill,Extinction Rebellion,ePUB,14.99,14.99,141991453,2019-06-13,Penguin Books Ltd,160
9780857208750,The Last Man,Vince Flynn,ePUB,14.99,14.99,857208756,2012-11-13,Simon & Schuster UK,448
9780544444683,Atelier Crenn,Dominique Crenn,ePUB,72.59,58.99,054444468X,2018-06-01,Houghton Mifflin Harcourt,376
9780141927558,We Have Always Lived in the Castle,Shirley Jackson,ePUB,15.99,15.99,141927550,2009-10-01,Penguin Books Ltd,176
9780241965085,"Love, Nina",Nina Stibbe,ePUB,14.99,14.99,024196508X,2013-11-07,Penguin Books Ltd,200
9780393652253,Super Pumped,Mike Isaac,ePUB,27.8,22.99,393652254,2019-09-03,W. W. Norton & Company,
9780753550663,Elon Musk,Ashlee Vance,ePUB,18.99,18.99,753550660,2015-05-21,Ebury Publishing,400
9780141369808,Arsenic For Tea,Robin Stevens,ePUB,9.99,9.99,141369809,2016-02-25,Penguin Random House Children's UK,352
9780061947438,Mere Christianity,C. S. Lewis,ePUB,5.99,5.99,61947431,2009-06-02,HarperCollins,256
9780241983386,The Greek Myths,Robert Graves,ePUB,18.99,18.99,024198338X,2017-09-28,Penguin Books Ltd,784
9780141964089,The Promise,Lesley Pearse,ePUB,15.99,15.99,141964081,2012-01-19,Penguin Books Ltd,528
9780241986899,Mary Queen of Scots,John Guy,ePUB,15.99,15.99,241986893,2019-01-31,Penguin Books Ltd,100
9780698163010,Scandal Never Sleeps,Lexi Blake,ePUB,6.99,6.99,069816301X,2015-08-18,Penguin Publishing Group,
9780007328918,A Winter's Tale,Trisha Ashley,ePUB,9.99,9.99,7328915,2009-05-29,HarperCollins Publishers,416
9780648324690,Wicked Wings,Keri Arthur,ePUB,6.99,6.99,648324699,2019-10-08,KA Publishing PTY LTD,
9780593074640,Shopaholic to the Rescue,Sophie Kinsella,ePUB,15.99,15.99,593074645,2015-10-22,Transworld,384
9780748125944,Dress Your Family In Corduroy And Denim,David Sedaris,ePUB,12.99,12.99,748125949,2010-09-16,"Little, Brown Book Group",272
9780141959184,The Young Hornblower Omnibus,C.S. Forester,ePUB,15.99,15.99,141959185,2000-12-07,Penguin Books Ltd,640
9781407020952,Silence Of The Grave,Arnaldur Indridason,ePUB,15.99,15.99,1407020951,2008-12-26,Random House,304
9780141929576,Artemis Fowl and The Arctic Incident,Eoin Colfer,ePUB,9.99,9.99,014192957X,2002-06-06,Penguin Random House Children's UK,336
9780748116393,From The Dead,Mark Billingham,ePUB,11.99,11.99,748116397,2010-08-19,"Little, Brown Book Group",352
9780141903163,Bookends,Jane Green,ePUB,15.99,15.99,141903163,2000-06-01,Penguin Books Ltd,400
9781407004563,A Mother's Courage,Dilly Court,ePUB,15.99,15.99,1407004565,2008-09-04,Random House,544
9780141375663,Two Can Keep a Secret,Karen M. McManus,ePUB,12.99,12.99,141375663,2019-01-10,Penguin Random House Children's UK,336
9780007289431,South by Java Head,Alistair MacLean,ePUB,15.99,15.99,000728943X,2008-09-04,HarperCollins Publishers,448
9780748118939,Red Mist,Patricia Cornwell,ePUB,11.99,11.99,748118934,2011-11-26,"Little, Brown Book Group",512
9780857897169,The Things that Nobody Knows,William Hartston,ePUB,7.49,6.99,857897160,2011-10-01,Atlantic Books,300
9780141957869,23 Things They Don't Tell You About Capitalism,Ha-Joon Chang,ePUB,15.99,15.99,141957867,2010-09-02,Penguin Books Ltd,304
9780785171454,X-Men,Chris Claremont,ePUB,24.93,20.99,785171452,2019-03-13,Marvel Entertainment,
9780141941998,My Uncle Oswald,Roald Dahl,ePUB,15.99,15.99,141941995,2002-03-28,Penguin Books Ltd,208
9781405525848,Ancillary Justice,Ann Leckie,ePUB,12.99,12.99,1405525843,2013-10-01,"Little, Brown Book Group",432
9780755353385,Rumour Has It,Jill Mansell,ePUB,12.99,12.99,755353382,2009-05-03,Headline,300
9780755389506,One Cretan Evening and Other Stories,Victoria Hislop,ePUB,3.99,3.99,755389506,2011-09-15,Headline,72
9780748130818,Cold Days,Jim Butcher,ePUB,12.99,12.99,748130810,2012-11-29,"Little, Brown Book Group",416
9781405921732,Nightfall Berlin,Jack Grimwood,ePUB,15.99,15.99,1405921730,2018-05-17,Penguin Books Ltd,400
9780141929743,Excalibur,Bernard Cornwell,ePUB,15.99,15.99,014192974X,2007-11-01,Penguin Books Ltd,496
9781407034935,Soul Music,Terry Pratchett,ePUB,14.99,14.99,1407034936,2009-05-27,Transworld,432
9780297864547,The Hairy Bikers' 12 Days of Christmas,Hairy Bikers,ePUB,19.99,19.99,297864548,2010-12-02,Orion,224
9781407052472,The Hare With Amber Eyes: A Hidden Inheritance,Edmund De Waal,ePUB,18.99,18.99,1407052470,2010-06-03,Random House,368
9780718189877,The Stepney Doorstep Society,Kate Thompson,ePUB,14.99,14.99,718189876,2018-08-23,Penguin Books Ltd,248
9780993324789,Stasi Vice,Max Hertzberg,ePUB,4.99,4.99,993324789,2018-10-17,OV Press,
9780241281130,Transcendence,Gaia Vince,ePUB,16.99,16.99,024128113X,2019-11-07,Penguin Books Ltd,320
9780748115372,The Shadow Rising,Robert Jordan,ePUB,12.99,12.99,748115374,2010-01-19,"Little, Brown Book Group",1056
9780748121755,Naked in Death,J.D. Robb,ePUB,11.99,11.99,748121757,2010-10-07,"Little, Brown Book Group",320
9780544836730,Myers+Chang at Home,Joanne Chang,ePUB,46.19,36.99,544836731,2024-03-19,HarperCollins,320
9781407039084,Dark Winter,Andy McNab,ePUB,15.99,15.99,1407039083,2008-10-02,Transworld,496
9780755350674,Close,Martina Cole,ePUB,11.99,11.99,755350677,2008-09-04,Headline,672
9780748132034,Quite Ugly One Morning,Christopher Brookmyre,ePUB,11.99,11.99,748132031,2011-06-16,"Little, Brown Book Group",320
9781405909846,Guilt,Jussi Adler-Olsen,ePUB,14.99,14.99,1405909846,2014-02-27,Penguin Books Ltd,464
9781405512008,Waylander,David Gemmell,ePUB,11.99,11.99,1405512008,2011-12-01,"Little, Brown Book Group",384
9781101201794,Andrew Carnegie,David Nasaw,ePUB,15.42,12.99,1101201797,2007-10-30,Penguin Publishing Group,896
9780141960401,I'm Watching You,Mary Burton,ePUB,14.99,14.99,014196040X,2010-08-19,Penguin Books Ltd,448
9781405916462,One with You,Sylvia Day,ePUB,15.99,15.99,140591646X,2016-04-05,Penguin Books Ltd,368
9780307965493,Mastering Color Knitting,Melissa Leapman,ePUB,15.42,12.99,030796549X,2011-07-13,Clarkson Potter/Ten Speed,
9780748121779,Immortal in Death,J.D. Robb,ePUB,11.99,11.99,748121773,2010-10-07,"Little, Brown Book Group",352
9780307483775,Devil's Guard,George R. Elford,ePUB,8.55,7.99,307483770,2008-12-18,Random House Publishing Group,
9780141983493,Marx and Marxism,Gregory Claeys,ePUB,14.99,14.99,141983493,2018-04-05,Penguin Books Ltd,256
9780241973288,The Good Liar,Nicholas Searle,ePUB,15.99,15.99,241973287,2015-12-31,Penguin Books Ltd,288
9780241966150,Adolf Hitler,Spike Milligan,ePUB,14.99,14.99,241966159,2012-12-13,Penguin Books Ltd,144
9780748131006,Mrs Palfrey At The Claremont,Elizabeth Taylor,ePUB,12.99,12.99,748131000,2011-07-07,"Little, Brown Book Group",224
9780141919133,Percy Jackson and the Titan's Curse,Rick Riordan,ePUB,12.99,12.99,141919132,2008-05-01,Penguin Books Ltd,304
9780718184919,United As One,Pittacus Lore,ePUB,15.99,15.99,718184912,2016-07-14,Penguin Books Ltd,352
9781405934671,No Further Questions,Gillian McAllister,ePUB,15.99,15.99,1405934670,2018-07-02,Penguin Books Ltd,400
9780141906003,Black Diamonds,Catherine Bailey,ePUB,15.99,15.99,141906006,2008-03-06,Penguin Books Ltd,544
9780141956527,Mr Maybe,Jane Green,ePUB,15.99,15.99,141956526,2003-11-27,Penguin Books Ltd,432
9781405925648,Love Me Not,M. J. Arlidge,ePUB,15.99,15.99,1405925647,2017-05-18,Penguin Books Ltd,368
9780646987286,How I Became The Fittest Woman On Earth,Tia-Clair Toomey,ePUB,17.59,16.99,646987283,2018-01-22,BL SOUTHWICK PUBLISHING PTY LTD,202
9781405917100,Dead Men's Bones,James Oswald,ePUB,14.99,14.99,1405917105,2014-07-03,Penguin Books Ltd,484
9780241969564,The Tea Planter's Wife,Dinah Jefferies,ePUB,15.99,15.99,241969565,2015-09-03,Penguin Books Ltd,386
9780007510887,Severed Souls (A Richard and Kahlan novel),Terry Goodkind,ePUB,11.99,11.99,7510888,2014-08-05,HarperCollins Publishers,558
9780141931845,The Enemy,Charlie Higson,ePUB,9.99,9.99,141931841,2009-09-03,Penguin Random House Children's UK,432
9780241410745,On Fire,Naomi Klein,ePUB,18.99,18.99,241410746,2019-09-17,Penguin Books Ltd,224
9780241355244,Frostheart,Jamie Littler,ePUB,9.99,9.99,241355249,2019-10-03,Penguin Random House Children's UK,209
9780748110087,Use of Weapons,Iain M. Banks,ePUB,12.99,12.99,748110089,2008-09-04,"Little, Brown Book Group",432
9780755387250,Roses are Red,James Patterson,ePUB,12.99,12.99,755387252,2011-06-23,Headline,329
9780141925288,How to be Good,Nick Hornby,ePUB,15.99,15.99,141925280,2005-05-05,Penguin Books Ltd,256
9780141040950,World War One,Norman Stone,ePUB,14.99,14.99,141040955,2008-03-27,Penguin Books Ltd,240
9780755357208,The Legion (Eagles of the Empire 10),Simon Scarrow,ePUB,12.99,12.99,755357205,2010-11-11,Headline,448
9780575086005,The Lies of Locke Lamora,Scott Lynch,ePUB,12.99,12.99,575086009,2008-09-18,Orion,544
9781448135608,The Beggar Maid,Dilly Court,ePUB,15.99,15.99,1448135605,2014-06-19,Random House,480
9780141930176,The Witches,Roald Dahl,ePUB,9.99,9.99,141930179,2007-09-06,Penguin Random House Children's UK,224
9781405941020,Final Option,Clive Cussler,ePUB,15.99,15.99,1405941022,2019-11-14,Penguin Books Ltd,400
9780141956916,The Holy Roman Empire,Peter H. Wilson,ePUB,18.99,18.99,141956917,2016-01-28,Penguin Books Ltd,600
9780547370224,Animal Farm,George Orwell,ePUB,4.79,4.79,547370229,2009-07-01,HarperCollins,
9780571339150,Ayoade on Top,Richard Ayoade,ePUB,14.29,12.99,571339158,2019-09-03,Faber & Faber,256
9780748130771,Dust,Patricia Cornwell,ePUB,11.99,11.99,748130772,2013-11-12,"Little, Brown Book Group",528
9780241304433,Maigret and Monsieur Charles,Georges Simenon,ePUB,15.99,15.99,241304431,2020-01-09,Penguin Books Ltd,160
9780241968192,Elizabeth is Missing,Emma Healey,ePUB,15.99,15.99,241968194,2014-06-05,Penguin Books Ltd,288
9780141927411,Allen Carr's Easyweigh to Lose Weight,Allen Carr,ePUB,14.99,14.99,141927410,2000-01-01,Penguin Books Ltd,224
9781101042182,Dubliners,James Joyce,ePUB,8.55,7.99,1101042184,2007-02-06,Penguin Publishing Group,272
9780857896384,Better Than Easy,Nick Alexander,ePUB,5.99,5.99,857896385,2011-08-01,Corvus,300
9780141946030,The Betrayal,Helen Dunmore,ePUB,15.99,15.99,141946032,2010-04-29,Penguin Books Ltd,336
9780575097599,Rivers of London,Ben Aaronovitch,ePUB,11.99,11.99,575097590,2011-01-10,Orion,384
9781405939508,No One Home,Tim Weaver,ePUB,15.99,15.99,1405939508,2019-05-16,Penguin Books Ltd,400
9780141937458,The Penguin History of the United States of America,Hugh Brogan,ePUB,18.99,18.99,141937459,2001-03-29,Penguin Books Ltd,752
9780985228736,A Dirty Shame,Liliana Hart,ePUB,10.99,10.99,985228733,2012-10-27,7th Press,
9780748116065,Storm Front : Dresden Files,Jim Butcher,ePUB,12.99,12.99,748116060,2010-03-04,"Little, Brown Book Group",352
9781409007012,Moab Is My Washpot,Stephen Fry,ePUB,15.99,15.99,1409007014,2011-02-22,Random House,448
9780761174981,Stitch 'N Bitch Crochet,Debbie Stoller,ePUB,23.99,23.99,761174982,2006-02-13,Workman Publishing Company,250
9781405919715,Christmas at Battersea,Battersea Dogs & Cats Home,ePUB,14.99,14.99,140591971X,2014-11-20,Penguin Books Ltd,288
9780241243688,Village Christmas,Laurie Lee,ePUB,14.99,14.99,241243688,2015-11-05,Penguin Books Ltd,200
9780141923642,The Reluctant Fundamentalist,Mohsin Hamid,ePUB,15.99,15.99,141923644,2008-04-24,Penguin Books Ltd,224
9780241330258,The Librarian,Salley Vickers,ePUB,15.99,15.99,241330254,2018-04-26,Penguin Books Ltd,400
9781405909877,Poseidon's Arrow,Clive Cussler,ePUB,15.99,15.99,1405909870,2012-11-20,Penguin Books Ltd,528
9780553898415,Common Sense,Thomas Paine,ePUB,3.99,3.99,553898418,2004-02-03,Random House Publishing Group,
9781407037783,I Feel Bad About My Neck,Nora Ephron,ePUB,15.99,15.99,1407037781,2008-09-04,Transworld,224
9780141971575,The Worst Witch,Jill Murphy,ePUB,9.99,9.99,141971576,2011-03-03,Penguin Random House Children's UK,112
9780141912868,Pale Fire,Vladimir Nabokov,ePUB,15.99,15.99,141912863,2012-09-06,Penguin Books Ltd,352
9780748115396,Lord of Chaos,Robert Jordan,ePUB,12.99,12.99,748115390,2010-03-16,"Little, Brown Book Group",1056
9781407021010,Brave New World,Aldous Huxley,ePUB,15.99,15.99,140702101X,2008-12-26,Random House,272
9781101137192,Atlas Shrugged,Ayn Rand,ePUB,13.7,11.99,1101137193,2005-04-21,Penguin Publishing Group,1192
9780141902715,Moon Tiger,Penelope Lively,ePUB,15.99,15.99,014190271X,2006-04-27,Penguin Books Ltd,224
9781301211227,Taunting Destiny,Amelia Hutchins,ePUB,6.99,6.99,1301211222,2015-07-30,Amelia Hutchins,
9780307489609,Playful Parenting,Lawrence J. Cohen,ePUB,22.29,17.99,307489604,2008-11-19,Random House Publishing Group,
9781405928571,Into the Fire,Gregg Hurwitz,ePUB,15.99,15.99,1405928573,2020-02-20,Penguin Books Ltd,400
9780241335246,Human Compatible,Stuart Russell,ePUB,16.99,16.99,241335248,2019-10-08,Penguin Books Ltd,352
9780857208347,A Wartime Christmas,Carol Rivers,ePUB,8.99,8.99,857208349,2013-08-01,Simon & Schuster UK,464
9780600630401,Quick Cooking for Diabetes,Louise Blair,ePUB,10.99,10.99,600630404,2014-09-22,Octopus,128
9780241957493,The Aftermath,Rhidian Brook,ePUB,15.99,15.99,241957494,2013-05-02,Penguin Books Ltd,336
9780141913995,The Book of Chuang Tzu,Chuang Tzu,ePUB,14.99,14.99,141913991,2006-11-30,Penguin Books Ltd,352
9780753549049,The Bracelet,Fredrica Alleyn,ePUB,16.99,16.99,753549042,2013-04-11,Ebury Publishing,320
9781407059457,The Runaway Jury,John Grisham,ePUB,15.99,15.99,1407059459,2010-04-21,Random House,496
9780463368831,A Spirited Girl on Cornish Shores,Laura Briggs,ePUB,0.99,0.99,463368835,2019-07-26,Laura Briggs,
9780755379316,When God was a Rabbit,Sarah Winman,ePUB,11.99,11.99,755379314,2011-03-03,Headline,336
9780755376605,Blood Ties,Samantha Hayes,ePUB,12.99,12.99,755376609,2010-03-04,Headline,307
9780297857945,Marie Antoinette,Lady Antonia Fraser,ePUB,17.99,17.99,297857940,2010-06-24,Orion,640
9780141344348,Reached,Ally Condie,ePUB,9.99,9.99,141344342,2012-11-30,Penguin Random House Children's UK,528
9780141956831,Over Hill and Dale,Gervase Phinn,ePUB,15.99,15.99,141956836,2001-03-29,Penguin Books Ltd,352
9780748129232,Fingersmith,Sarah Waters,ePUB,11.99,11.99,748129235,2011-02-03,"Little, Brown Book Group",560
9780141964072,Belle,Lesley Pearse,ePUB,15.99,15.99,141964073,2011-02-03,Penguin Books Ltd,624
9780861719969,In the Buddha's Words,Bhikkhu Bodhi,ePUB,9.99,9.99,861719964,2005-08-10,Wisdom Publications,512
9780698136779,Magic Shifts,Ilona Andrews,ePUB,14.66,11.99,698136772,2015-08-04,Penguin Publishing Group,
9780141931388,Abducted,Charlene Lunnon,ePUB,15.99,15.99,141931388,2009-08-06,Penguin Books Ltd,288
9780785170655,Infinity Gauntlet,Jim Starlin,ePUB,16.12,12.99,785170650,2014-05-28,Marvel Entertainment,
9780755350834,When the Eagle Hunts (Eagles of the Empire 3),Simon Scarrow,ePUB,12.99,12.99,755350839,2008-09-04,Headline,448
9780755351985,The One You Really Want,Jill Mansell,ePUB,11.99,11.99,755351983,2008-02-10,Headline,300
9780141912561,On the Road,Jack Kerouac,ePUB,15.99,15.99,141912561,2011-07-21,Penguin Books Ltd,320
9780755350896,Centurion (Eagles of the Empire 8),Simon Scarrow,ePUB,12.99,12.99,755350898,2008-09-04,Headline,544
9780141917986,Ways of Seeing,John Berger,ePUB,14.99,14.99,141917989,2008-09-25,Penguin Books Ltd,176
9780141925073,High Fidelity,Nick Hornby,ePUB,15.99,15.99,141925078,2005-05-05,Penguin Books Ltd,256
9781405926959,No Way Back,M. J. Arlidge,ePUB,2.99,2.99,1405926953,2016-08-08,Penguin Books Ltd,40
9781405919135,London,Dr Matthew Green,ePUB,15.99,15.99,1405919132,2015-06-18,Penguin Books Ltd,336
9780738717500,Journey Of Souls: Case Studies Of Life Between Lives,Michael Newton,ePUB,27.86,22.99,738717509,2008-11-01,Llewellyn,288
9780141916231,A Friend of the Family,Lisa Jewell,ePUB,15.99,15.99,141916230,2005-08-04,Penguin Books Ltd,432
9781405937115,Shadow Tyrants,Clive Cussler,ePUB,14.99,14.99,1405937114,2018-09-20,Penguin Books Ltd,480
9780748129454,Rafa,Rafael Nadal,ePUB,12.99,12.99,748129456,2011-08-18,"Little, Brown Book Group",320
9780748127726,"Life, Death and Vanilla Slices",Jenny Eclair,ePUB,12.99,12.99,748127720,2012-07-05,"Little, Brown Book Group",320
9780307432865,We,Yevgeny Zamyatin,ePUB,23.99,19.99,307432866,2007-12-18,Random House Publishing Group,
9780748116676,The Novice,Trudi Canavan,ePUB,14.99,14.99,748116672,2010-01-07,"Little, Brown Book Group",592
9780241397817,Feel Better In 5,Dr Rangan Chatterjee,ePUB,19.99,19.99,241397812,2019-12-26,Penguin Books Ltd,272
9780141930268,The Art of Travel,Alain de Botton,ePUB,16.99,16.99,141930268,2003-05-29,Penguin Books Ltd,272
9780241968574,Love in the Time of Cholera,Gabriel Garcia Marquez,ePUB,15.99,15.99,241968577,2014-03-06,Penguin Books Ltd,368
9781405934664,The Evidence Against You,Gillian McAllister,ePUB,15.99,15.99,1405934662,2019-04-18,Penguin Books Ltd,400
9780743492621,State of the Union,Brad Thor,ePUB,9.99,9.99,743492625,2004-01-27,Atria Books,352
9780141939230,White Teeth,Zadie Smith,ePUB,15.99,15.99,141939230,2001-01-25,Penguin Books Ltd,560
9780297857884,Revolution 1989,Victor Sebestyen,ePUB,19.99,19.99,297857886,2009-07-30,Orion,576
9780857201171,Underworld London,Catharine Arnold,ePUB,13.99,13.99,857201174,2012-07-05,Simon & Schuster UK,352
9780575099913,The Last Wish,Andrzej Sapkowski,ePUB,12.99,12.99,575099917,2010-08-19,Orion,288
9780141905914,Animal Farm,George Orwell,ePUB,10.99,10.99,141905913,2003-06-05,Penguin Books Ltd,144
9780241322369,The Honourable Schoolboy,John le CarrÃ©,ePUB,15.99,15.99,241322367,2018-09-27,Penguin Books Ltd,704
9780761178682,The Book of Questions,Gregory Stock,ePUB,19.99,19.99,761178686,2013-09-10,Workman Publishing Company,250
9781401944865,You Are the Placebo,Dr. Joe Dispenza,ePUB,27.86,22.99,1401944868,2014-04-29,Hay House,
9780755387298,The 6th Target,James Patterson,ePUB,4.99,4.99,755387295,2011-04-28,Headline,338
9780544602670,The Other Slavery,AndrÃ©s ResÃ©ndez,ePUB,14.99,14.99,544602676,2016-04-12,HarperCollins,448
9781338188356,"Call Down the Hawk (The Dreamer Trilogy, Book 1)",Maggie Stiefvater,ePUB,19.06,15.99,1338188356,2019-11-05,Scholastic Inc.,
9780991190928,Escaping Destiny,Amelia Hutchins,ePUB,6.99,6.99,991190920,2015-07-30,Amelia Hutchins,
9781407016054,Ladder of Years,Anne Tyler,ePUB,15.99,15.99,1407016059,2010-02-23,Random House,336
9781401940591,The Dalai Lama's Cat,David Michie,ePUB,1.99,1.99,1401940595,2012-10-01,Hay House,217
9780241981368,An Almost Perfect Christmas,Nina Stibbe,ePUB,15.99,15.99,241981360,2017-11-02,Penguin Books Ltd,176
9780748130825,Skin Game,Jim Butcher,ePUB,12.99,12.99,748130829,2014-05-27,"Little, Brown Book Group",464
9780141904757,Anybody Out There,Marian Keyes,ePUB,15.99,15.99,141904755,2007-02-08,Penguin Books Ltd,608
9780547529875,The Lemonade War,Jacqueline Davies,ePUB,4.99,4.99,547529872,2009-05-04,HarperCollins,
9781405522304,Heartburn,Nora Ephron,ePUB,12.99,12.99,1405522305,2012-08-14,"Little, Brown Book Group",192
9780141967561,The Mark of Athena (Heroes of Olympus Book 3),Rick Riordan,ePUB,12.99,12.99,141967560,2012-10-02,Penguin Random House Children's UK,592
9781370734337,Ashes to Ashes & Back,Spooks,ePUB,1.8,1.8,1370734336,2016-11-01,Spooks,
9781473563742,The Warehouse,Rob Hart,ePUB,15.99,15.99,1473563747,2019-08-13,Transworld,368
9780748132003,A Big Boy Did It And Ran Away,Christopher Brookmyre,ePUB,12.99,12.99,748132007,2011-06-16,"Little, Brown Book Group",512
9781101082218,Skinwalker,Faith Hunter,ePUB,13.19,10.99,1101082216,2009-07-07,Penguin Publishing Group,0
9780571332823,The Somerset Tsunami,Emma Carroll,ePUB,10.99,9.99,057133282X,2019-10-01,Faber & Faber,304
9780316182683,The Art of Raising a Puppy (Revised Edition),Monks of New Skete,ePUB,29.99,29.99,316182680,2011-06-29,"Little, Brown and Company",300
9781473501539,The Blissful Baby Expert,Lisa Clegg,ePUB,19.99,19.99,1473501539,2014-02-06,Ebury Publishing,368
9781473573222,The Children's Block,Otto B Kraus,ePUB,15.99,15.99,147357322X,2019-10-17,Ebury Publishing,320
9780748128181,The Bone Bed,Patricia Cornwell,ePUB,11.99,11.99,748128182,2012-10-16,"Little, Brown Book Group",512
9780470893869,The Five Dysfunctions of a Team,Patrick M. Lencioni,ePUB,32.99,32.99,470893869,2010-06-03,Wiley Professional Development (P&T),240
9780241985441,The Missing Sister,Dinah Jefferies,ePUB,15.99,15.99,241985447,2019-02-28,Penguin Books Ltd,400
9780748115457,The Gathering Storm,Robert Jordan,ePUB,12.99,12.99,748115455,2010-10-07,"Little, Brown Book Group",672
9781405918909,Cover Your Eyes,Mary Burton,ePUB,15.99,15.99,140591890X,2014-11-06,Penguin Books Ltd,307
9780755350872,The Eagle's Prophecy (Eagles of the Empire 6),Simon Scarrow,ePUB,12.99,12.99,755350871,2008-09-04,Headline,448
9780241404171,How Not to Be a Professional Racing Driver,Jason Plato,ePUB,14.99,14.99,241404177,2019-09-19,Penguin Books Ltd,304
9780141929774,The Blue Afternoon,William Boyd,ePUB,15.99,15.99,141929774,2013-12-19,Penguin Books Ltd,336
9780698407091,Christmas Bells,Jennifer Chiaverini,ePUB,18.85,15.99,698407091,2015-10-27,Penguin Publishing Group,
